parcelle,id,disposition,date,nature,codecommune,departement,type,surface,piece,prix,latitude,longitude,surface_calc
35163000AX0043,2021-610302,1,2021-08-11,Vente,35163,35,Maison,75,4,55000,48.2839820,-1.1201000,75
351370000B0847,2021-610304,1,2021-07-30,Vente,35137,35,Maison,110,4,155000,48.3188570,-1.2171000,110
35292000ZP0089,2021-610309,1,2021-08-25,Vente,35292,35,Maison,166,7,286800,48.3604990,-1.4212640,166
35115000AZ0008,2021-610313,1,2021-07-31,Vente,35115,35,Maison,87,4,123300,48.3670370,-1.1828370,87
35111000ZN0017,2021-610314,1,2021-08-20,Vente,35111,35,Maison,112,4,110000,48.4810560,-1.2729270,112
350710000B0900,2021-610315,1,2021-08-05,Vente,35071,35,Maison,96,2,90500,48.4315410,-1.2605210,96
350190000B0728,2021-610316,1,2021-08-23,Vente,35019,35,Maison,48,2,30000,48.4499400,-1.5719650,48
35086000ZB0218,2021-610317,1,2021-08-10,Vente,35086,35,Maison,145,5,2e+05,48.2657380,-1.2499140,145
35112000AP0283,2021-610319,1,2021-08-10,Vente,35112,35,Maison,82,4,135000,"","",82
35163000AD0109,2021-610320,1,2021-08-03,Vente,35163,35,Maison,124,4,120000,48.3013860,-1.1329660,124
351740000A1469,2021-610321,1,2021-08-02,Vente,35174,35,Maison,116,5,2e+05,48.4870640,-1.1900040,116
35163100AA0103,2021-610322,1,2021-08-04,Vente,35163,35,Maison,110,7,169000,48.2652860,-1.1373850,110
35150000AM0073,2021-610325,1,2021-08-20,Vente,35150,35,Maison,65,3,177500,48.3616500,-1.2126420,65
35086000ZA0142,2021-610326,2,2021-08-03,Vente,35086,35,Maison,60,2,75000,48.2751550,-1.2734610,60
35257000AB0235,2021-610328,2,2021-08-13,Vente,35257,35,Maison,264,9,295000,48.4108380,-1.3775540,264
35273000YV0047,2021-610329,1,2021-08-23,Vente,35273,35,Maison,99,3,45000,48.4069610,-1.2972330,99
352710000D0593,2021-610330,1,2021-08-27,Vente,35271,35,Maison,140,4,235000,48.5081870,-1.2282420,140
35115000AK0520,2021-610332,1,2021-08-23,Vente,35115,35,Maison,130,4,160000,48.3509250,-1.1890040,130
35150000AK0253,2021-610334,1,2021-08-10,Vente,35150,35,Maison,110,4,367000,48.3666880,-1.2176380,110
35115000AX0757,2021-610337,1,2021-08-11,Vente,35115,35,Maison,96,5,233400,48.3637610,-1.1942690,96
35163100AA0036,2021-610339,1,2021-08-27,Vente,35163,35,Maison,89,4,150000,48.2674400,-1.1436320,89
35137000ZB0213,2021-610341,1,2021-08-12,Vente,35137,35,Maison,80,3,120000,48.3214120,-1.2120580,80
35115000AB0827,2021-610342,2,2021-08-31,Vente,35115,35,Maison,126,6,216000,48.3628170,-1.2103360,126
35137000ZH0087,2021-610343,1,2021-08-27,Vente,35137,35,Maison,77,3,122200,48.3209740,-1.2057100,77
35115000AI0154,2021-610344,1,2021-09-01,Vente,35115,35,Appartement,109,5,170000,48.3557940,-1.1979860,109
352150000C0779,2021-610345,2,2021-08-05,Vente,35215,35,Maison,120,4,167500,48.4377980,-1.1909850,120
35062000AY0174,2021-610347,1,2021-08-17,Vente,35062,35,Maison,125,3,182000,48.3288550,-1.1221660,125
35062000AM0293,2021-610348,1,2021-07-30,Vente,35062,35,Maison,100,5,195000,48.3487000,-1.0901510,100
35115000AR0063,2021-610349,1,2021-08-02,Vente,35115,35,Maison,41,2,70000,48.3453040,-1.2044210,41
350190000F0731,2021-610351,1,2021-08-26,Vente,35019,35,Maison,130,5,155000,48.4318810,-1.5797980,130
35150000AZ0031,2021-610352,1,2021-08-27,Vente,35150,35,Maison,181,6,305000,48.3644920,-1.2201790,181
35121000ZN0009,2021-610357,1,2021-08-12,Vente,35121,35,Maison,66,2,140000,48.2406890,-1.4732300,66
35253000AE0324,2021-610358,1,2021-08-26,Vente,35253,35,Maison,109,5,273000,48.2522720,-1.3968090,109
35115000AK0084,2021-610360,1,2021-08-24,Vente,35115,35,Maison,110,4,222000,48.3519050,-1.1929440,110
35115000AD0624,2021-610361,1,2021-08-26,Vente,35115,35,Maison,60,2,153000,48.3569390,-1.1995900,60
35157000AE0002,2021-610363,1,2021-09-03,Vente,35157,35,Maison,50,2,70000,48.3935420,-1.0694910,50
352710000F0471,2021-610365,1,2021-09-02,Vente,35271,35,Maison,56,3,83400,48.5074930,-1.2701100,56
35280000ZH0201,2021-610366,1,2021-09-01,Vente,35280,35,Maison,91,4,179100,48.3519750,-1.3612050,91
35115000AI0614,2021-610367,1,2021-09-03,Vente,35115,35,Maison,60,3,170000,48.3533960,-1.1946190,60
350860000A1230,2021-610369,1,2021-09-02,Vente,35086,35,Maison,86,4,159000,48.2664720,-1.2469920,86
35257000AI0249,2021-610371,1,2021-09-07,Vente,35257,35,Maison,90,4,103000,48.4119070,-1.3644970,90
35115000AR0335,2021-610372,1,2021-09-01,Vente,35115,35,Maison,266,8,370000,48.3479840,-1.2059860,266
35282293AA0066,2021-610374,1,2021-08-25,Vente,35282,35,Maison,114,6,192678,48.3028260,-1.3639850,114
35282000ZR0148,2021-610377,1,2021-08-31,Vente,35282,35,Maison,164,5,330000,48.2666640,-1.3729620,164
35115000AB0786,2021-610379,1,2021-08-27,Vente,35115,35,Appartement,33,1,29250,"","",33
35115000AB0787,2021-610380,2,2021-08-27,Vente,35115,35,Appartement,67,3,121000,"","",67
35115000AL0075,2021-610386,1,2021-08-12,Vente,35115,35,Maison,97,4,3e+05,48.3458890,-1.1834650,97
35019000AC0184,2021-610387,1,2021-08-27,Vente,35019,35,Maison,121,6,288147,48.4268990,-1.5691550,121
35115000AE0195,2021-610389,1,2021-08-17,Vente,35115,35,Appartement,70,3,242500,48.3579870,-1.1934800,70
35004000AD0388,2021-610390,1,2021-08-27,Vente,35004,35,Maison,64,3,1e+05,48.4574860,-1.4833420,64
35257000AI0247,2021-610391,1,2021-08-24,Vente,35257,35,Maison,81,4,65500,48.4118300,-1.3645060,81
35257000AC0021,2021-610392,1,2021-08-23,Vente,35257,35,Maison,32,1,68000,48.4136290,-1.3794860,32
35214000ZA0069,2021-610394,1,2021-08-31,Vente,35214,35,Maison,128,3,188500,"","",128
35214000ZD0072,2021-610398,1,2021-08-26,Vente,35214,35,Maison,98,4,199200,48.2744270,-1.1967900,98
352430000C1582,2021-610399,1,2021-08-20,Vente,35243,35,Maison,138,7,292000,48.3399110,-1.2825710,138
35115000AL0105,2021-610400,1,2021-08-20,Vente,35115,35,Maison,60,1,80000,48.3447810,-1.1803730,60
35025000ZC0098,2021-610401,1,2021-08-18,Vente,35025,35,Maison,56,1,134450,48.2914930,-1.2465520,56
35271000AD0222,2021-610402,1,2021-08-18,Vente,35271,35,Maison,60,3,73000,48.5081730,-1.2429950,60
35310000AB0092,2021-610403,1,2021-08-18,Vente,35310,35,Maison,63,3,125000,48.3421620,-1.3118980,63
35310000AB0093,2021-610403,1,2021-08-18,Vente,35310,35,Maison,32,1,125000,48.3421000,-1.3120690,32
351620000B1271,2021-610404,1,2021-08-11,Vente,35162,35,Maison,82,4,96000,48.4891490,-1.1197560,82
350180000A0407,2021-610405,1,2021-08-11,Vente,35018,35,Maison,95,4,145000,48.4656220,-1.1027410,95
351370000B0800,2021-610406,1,2021-08-12,Vente,35137,35,Maison,193,5,278000,48.3178890,-1.2124460,193
35273000ZN0066,2021-610407,1,2021-08-10,Vente,35273,35,Maison,120,4,225000,48.3972190,-1.2505290,120
35257000AI0234,2021-610409,1,2021-08-24,Vente,35257,35,Maison,78,4,69000,48.4116030,-1.3645870,78
35163000AR0082,2021-610411,1,2021-08-11,Vente,35163,35,Maison,120,5,220000,48.2902270,-1.1119870,120
350041130B0483,2021-610413,1,2021-08-17,Vente,35004,35,Maison,116,6,149000,48.4765430,-1.5051650,116
35310000AB0397,2021-610414,2,2021-07-17,Vente,35310,35,Maison,85,3,110000,48.3428580,-1.3125360,85
35257267ZX0231,2021-610415,1,2021-08-27,Vente,35257,35,Maison,143,5,280000,48.3998700,-1.3306990,143
35257000AK0025,2021-610416,1,2021-08-27,Vente,35257,35,Maison,100,3,162000,48.4110270,-1.3675110,100
353040000C0010,2021-610418,1,2021-08-24,Vente,35304,35,Maison,110,5,1e+05,48.3189580,-1.4447480,110
35309000ZE0034,2021-610420,1,2021-08-20,Vente,35309,35,Maison,183,5,215000,48.3883890,-1.5570790,183
350750000D0830,2021-610422,1,2021-09-02,Vente,35075,35,Maison,185,6,363000,48.3756720,-1.4610680,185
35062000BD0019,2021-610423,1,2021-09-16,Vente,35062,35,Maison,80,3,164000,48.3282390,-1.0940540,80
35115000AI1205,2021-610425,1,2021-09-01,Vente,35115,35,Appartement,95,3,4e+05,48.3525620,-1.1980640,95
35253000AB0058,2021-610427,1,2021-09-10,Vente,35253,35,Appartement,62,2,128000,48.2615150,-1.3999600,62
35215000AB0179,2021-610428,1,2021-08-26,Vente,35215,35,Maison,150,5,24500,48.4282200,-1.1904430,150
35162000AB0345,2021-610431,1,2021-08-26,Vente,35162,35,Maison,135,4,148000,48.4901680,-1.1105980,135
35162000AB0535,2021-610432,1,2021-08-26,Vente,35162,35,Appartement,48,1,135000,48.4861330,-1.1183980,48
35112000AD0041,2021-610435,1,2021-09-17,Vente,35112,35,Maison,99,4,165000,"","",99
35063000YK0023,2021-610436,1,2021-09-14,Vente,35063,35,Maison,43,1,87000,48.2996480,-1.3315920,43
35253000AD0110,2021-610438,1,2021-09-10,Vente,35253,35,Maison,85,5,218000,48.2563060,-1.3881090,85
35257000ZP0116,2021-610440,1,2021-09-21,Vente,35257,35,Maison,78,4,140000,48.4204830,-1.3789170,78
352140000D1066,2021-610441,1,2021-09-10,Vente,35214,35,Maison,53,2,63359,48.2727380,-1.2025950,53
351640000B0496,2021-610444,1,2021-09-20,Vente,35164,35,Maison,60,3,85000,48.3779450,-1.5875000,60
351640000B0640,2021-610446,1,2021-09-08,Vente,35164,35,Maison,79,4,79000,48.3836500,-1.6054210,79
350710000B0984,2021-610448,1,2021-09-03,Vente,35071,35,Maison,70,3,55000,48.4237420,-1.2283290,70
35163000AI0022,2021-610449,1,2021-09-04,Vente,35163,35,Maison,157,6,205000,48.3018200,-1.1327350,157
35115000AC0325,2021-610453,1,2021-09-17,Vente,35115,35,Appartement,15,1,255160,48.3579250,-1.2080960,15
352300000A0408,2021-610454,1,2021-08-27,Vente,35230,35,Maison,100,4,157500,48.4669520,-1.2697540,100
35257267ZI0042,2021-610458,1,2021-09-03,Vente,35257,35,Maison,107,3,144000,48.3917070,-1.3249030,107
351370000B0897,2021-610460,1,2021-09-11,Vente,35137,35,Maison,126,6,150000,48.3197800,-1.2153120,126
35115000AS0592,2021-610461,1,2021-09-08,Vente,35115,35,Maison,299,9,4e+05,48.3508500,-1.2007050,299
35257000AI0308,2021-610463,1,2021-09-17,Vente,35257,35,Maison,75,3,111500,48.4123140,-1.3640200,75
35112000AT0182,2021-610464,1,2021-09-14,Vente,35112,35,Maison,234,7,229000,"","",234
350750000D1165,2021-610466,1,2021-09-17,Vente,35075,35,Maison,102,5,150000,48.3758230,-1.4605220,102
35115000AN0313,2021-610468,1,2021-09-16,Vente,35115,35,Maison,95,3,180000,48.3448690,-1.1925020,95
35115000AN0314,2021-610468,1,2021-09-16,Vente,35115,35,Maison,75,4,180000,48.3449390,-1.1925260,75
35292011ZC0056,2021-610469,1,2021-09-14,Vente,35292,35,Maison,48,1,235000,48.3675040,-1.3784330,48
35292011ZC0059,2021-610469,1,2021-09-14,Vente,35292,35,Maison,192,4,235000,48.3676120,-1.3785080,192
35257267YA0005,2021-610473,1,2021-09-09,Vente,35257,35,Maison,82,5,130000,48.4144450,-1.3371870,82
35214000ZA0107,2021-610474,2,2021-09-15,Vente,35214,35,Maison,119,4,122000,48.2943330,-1.2081570,119
35004000AD0038,2021-610475,1,2021-09-27,Vente,35004,35,Maison,73,4,128000,48.4584570,-1.4839090,73
35310000YH0182,2021-610476,1,2021-09-10,Vente,35310,35,Maison,107,5,257000,48.3452110,-1.3045560,107
352300000D0306,2021-610477,1,2021-09-10,Vente,35230,35,Maison,98,4,174800,48.4665930,-1.2596980,98
35115000AK0038,2021-610479,1,2021-08-31,Vente,35115,35,Appartement,60,2,103500,48.3504380,-1.1929780,60
35162000AD0942,2021-610482,1,2021-09-15,Vente,35162,35,Maison,107,4,108500,48.4816780,-1.1259880,107
35215000AB0023,2021-610484,1,2021-09-14,Vente,35215,35,Maison,94,4,149100,48.4278250,-1.1921770,94
35157000AI0375,2021-610485,1,2021-09-15,Vente,35157,35,Maison,66,3,78000,48.3827150,-1.0734840,66
35243000AB0686,2021-610490,1,2021-09-01,Vente,35243,35,Maison,101,5,250000,48.3382820,-1.2773840,101
35257267ZY0093,2021-610492,1,2021-09-02,Vente,35257,35,Maison,69,5,130000,48.4056180,-1.3392930,69
35115000AR0008,2021-610495,1,2021-09-24,Vente,35115,35,Maison,179,7,297000,48.3485660,-1.2026760,179
352420000A0255,2021-610496,2,2021-09-03,Vente,35242,35,Maison,47,2,150000,48.3969870,-1.5284650,47
352420000A0258,2021-610496,2,2021-09-03,Vente,35242,35,Maison,152,4,150000,48.3974260,-1.5286130,152
35273000AB0588,2021-610497,1,2021-09-25,Vente,35273,35,Maison,175,6,204880,48.4045810,-1.2633930,175
350750000D0738,2021-610498,1,2021-07-27,Vente,35075,35,Maison,101,4,78000,48.3772260,-1.4606400,101
35150000AY0195,2021-610499,1,2021-09-23,Vente,35150,35,Maison,97,4,212000,48.3606390,-1.2246000,97
350710000C1401,2021-610500,2,2021-09-22,Vente,35071,35,Maison,118,4,145000,48.4033860,-1.2140490,118
35115000AX0452,2021-610502,1,2021-09-24,Vente,35115,35,Maison,160,7,280000,48.3657370,-1.2022410,160
35280000ZB0098,2021-610504,1,2021-06-28,Vente,35280,35,Maison,68,3,155000,48.3461210,-1.3958530,68
35150000AH0089,2021-610505,1,2021-09-28,Vente,35150,35,Maison,68,4,166250,48.3710440,-1.2114280,68
35115000AI1141,2021-610507,1,2021-09-24,Vente,35115,35,Appartement,21,1,56500,48.3529570,-1.1982180,21
350180000D0091,2021-610513,1,2021-09-03,Vente,35018,35,Maison,41,2,62000,48.4386490,-1.1285930,41
35162000AE0076,2021-610514,1,2021-09-06,Vente,35162,35,Maison,70,3,59900,48.4736050,-1.1282830,70
35115000AK0127,2021-610522,1,2021-09-30,Vente,35115,35,Appartement,73,3,45000,48.3524560,-1.1955750,73
35063000YK0105,2021-610523,1,2021-09-14,Vente,35063,35,Maison,51,1,70000,48.2997840,-1.3323060,51
35163100AA0010,2021-610524,1,2021-09-17,Vente,35163,35,Maison,144,4,45000,48.2674290,-1.1445820,144
35271000AB0191,2021-610526,1,2021-09-24,Vente,35271,35,Maison,105,5,133000,48.5100900,-1.2433990,105
35115000AI0069,2021-610527,1,2021-09-24,Vente,35115,35,Maison,198,5,225000,48.3553630,-1.1960360,198
35150000AE0029,2021-610528,1,2021-09-24,Vente,35150,35,Maison,86,2,86000,48.3708160,-1.2180290,86
35115000AS0159,2021-610529,1,2021-09-24,Vente,35115,35,Appartement,100,4,173000,48.3538390,-1.2013110,100
35004303ZO0008,2021-610530,1,2021-09-24,Vente,35004,35,Maison,110,2,166700,48.4528910,-1.4662520,110
35280000ZL0125,2021-610533,1,2021-09-14,Vente,35280,35,Maison,172,6,145000,48.3384110,-1.3413980,172
350750000D1163,2021-610534,1,2021-09-14,Vente,35075,35,Maison,93,4,135000,48.3771560,-1.4568530,93
35004341ZY0063,2021-610535,1,2021-09-10,Vente,35004,35,Maison,77,2,50000,48.4261190,-1.4387560,77
35004341AC0174,2021-610536,1,2021-09-10,Vente,35004,35,Maison,130,4,128000,48.4225190,-1.4728730,130
35004341AC0175,2021-610536,1,2021-09-10,Vente,35004,35,Maison,70,3,128000,48.4225830,-1.4727790,70
35025000ZK0032,2021-610538,1,2021-09-11,Vente,35025,35,Maison,66,2,1e+05,48.2816000,-1.2300680,66
35115000AC0338,2021-610540,1,2021-09-08,Vente,35115,35,Appartement,104,3,50000,48.3585250,-1.2079130,104
35273000ZO0043,2021-610546,1,2021-09-23,Vente,35273,35,Maison,102,3,120000,48.3927310,-1.2420520,102
35142000AB0213,2021-610548,1,2021-09-17,Vente,35142,35,Maison,68,3,138000,48.4117440,-1.1544610,68
35115000AR0640,2021-610549,1,2021-09-30,Vente,35115,35,Appartement,88,5,283000,48.3503220,-1.2037050,88
35310000YI0074,2021-610550,1,2021-09-15,Vente,35310,35,Maison,88,4,170000,48.3483190,-1.3130650,88
352430000C1051,2021-610551,1,2021-09-17,Vente,35243,35,Maison,120,6,219000,48.3418830,-1.2676460,120
35115000AD0288,2021-610552,1,2021-09-29,Vente,35115,35,Maison,54,3,1050000,48.3550240,-1.2011080,54
35019000AB0251,2021-610554,1,2021-09-30,Vente,35019,35,Appartement,56,2,114589,48.4253540,-1.5743030,56
35163000AX0137,2021-610556,1,2021-09-22,Vente,35163,35,Maison,106,3,168000,48.2833250,-1.1149690,106
35253000AB0387,2021-610560,1,2021-09-21,Vente,35253,35,Maison,143,5,177000,48.2608920,-1.3998340,143
35292011ZD0119,2021-610562,1,2021-10-01,Vente,35292,35,Maison,120,5,184000,48.3594540,-1.3776120,120
35282348AB0038,2021-610566,1,2021-09-17,Vente,35282,35,Maison,126,4,40000,48.2993260,-1.3099270,126
35178000AB0302,2021-610569,1,2021-09-17,Vente,35178,35,Maison,170,5,275000,48.2948060,-1.4337120,170
35310000YO0072,2021-610572,1,2021-09-10,Vente,35310,35,Maison,120,5,163500,48.3290990,-1.3344700,120
35271000AC0002,2021-610573,1,2021-09-10,Vente,35271,35,Maison,135,6,110000,48.5080040,-1.2421280,135
35164000AB0235,2021-610574,1,2021-09-28,Vente,35164,35,Maison,154,6,2e+05,48.3859320,-1.6047560,154
35018000AB0578,2021-610575,1,2021-09-09,Vente,35018,35,Maison,150,6,231000,48.4418580,-1.1065450,150
35174000ZO0067,2021-610578,1,2021-09-22,Vente,35174,35,Maison,86,5,180000,48.4825630,-1.2046950,86
35273000AB0420,2021-610580,1,2021-09-29,Vente,35273,35,Appartement,72,2,70000,48.4068850,-1.2662110,72
35115000AT0243,2021-610583,1,2021-09-16,Vente,35115,35,Appartement,35,1,161000,48.3526230,-1.2040970,35
35021000AC0122,2021-610584,1,2021-09-28,Vente,35021,35,Maison,74,4,144000,48.3399390,-1.1564880,74
35191000ZM0062,2021-610587,1,2021-09-30,Vente,35191,35,Maison,86,4,122600,48.4348360,-1.2920520,86
35115000AR0289,2021-610588,1,2021-09-29,Vente,35115,35,Maison,52,2,142500,48.3450010,-1.2053090,52
35115000AR0290,2021-610588,1,2021-09-29,Vente,35115,35,Maison,56,3,142500,48.3450390,-1.2055200,56
35137000ZV0026,2021-610591,1,2021-09-09,Vente,35137,35,Maison,90,3,127500,48.3181180,-1.2181470,90
35257267AC0186,2021-610593,1,2021-09-16,Vente,35257,35,Maison,267,9,330000,48.4016830,-1.3237720,267
352430000C1965,2021-610595,1,2021-09-16,Vente,35243,35,Maison,50,2,61600,48.3395450,-1.2721030,50
35292000ZP0153,2021-610596,1,2021-10-08,Vente,35292,35,Maison,37,1,82000,48.3594870,-1.4116110,37
350190000B0515,2021-610597,1,2021-10-08,Vente,35019,35,Maison,134,4,186000,48.4579380,-1.5640140,134
351740000A1185,2021-610600,1,2021-09-29,Vente,35174,35,Maison,70,4,53400,48.4882380,-1.1870000,70
35004000AB0051,2021-610603,1,2021-09-14,Vente,35004,35,Maison,62,2,37000,48.4620560,-1.4850900,62
35253000ZO0162,2021-610605,2,2021-10-05,Vente,35253,35,Maison,83,4,175000,48.2455980,-1.3966430,83
35271000AB0071,2021-610606,1,2021-09-30,Vente,35271,35,Maison,84,3,130000,48.5081440,-1.2412930,84
35004303ZI0102,2021-610613,1,2021-10-08,Vente,35004,35,Maison,72,3,50000,48.4389590,-1.4257230,72
35025000ZK0041,2021-610615,1,2021-10-08,Vente,35025,35,Maison,155,6,316895,48.2781490,-1.2250590,155
35115000AK0938,2021-610616,1,2021-10-12,Vente,35115,35,Maison,71,4,232000,48.3486260,-1.1888930,71
35004000AC0223,2021-610617,1,2021-08-31,Vente,35004,35,Maison,90,4,114800,48.4600430,-1.4827740,90
35004000AC0317,2021-610618,1,2021-09-30,Vente,35004,35,Maison,130,4,102950,48.4621340,-1.4783330,130
35115000AK0070,2021-610619,1,2021-10-01,Vente,35115,35,Appartement,47,2,76900,48.3514140,-1.1938060,47
35075000WL0345,2021-610622,1,2021-10-01,Vente,35075,35,Maison,105,5,185000,48.3691880,-1.4724140,105
35304000ZC0130,2021-610624,1,2021-09-30,Vente,35304,35,Maison,85,4,154000,48.3265020,-1.4279460,85
35257000AK0176,2021-610628,1,2021-09-24,Vente,35257,35,Maison,93,3,80000,48.4083540,-1.3674680,93
350180000E1661,2021-610630,1,2021-09-17,Vente,35018,35,Maison,120,5,169000,48.4444670,-1.1256660,120
35174000ZE0098,2021-610631,1,2021-09-21,Vente,35174,35,Maison,95,5,132000,48.4817930,-1.1651140,95
35162000AC0435,2021-610632,1,2021-09-10,Vente,35162,35,Maison,105,4,85000,48.4818210,-1.1244500,105
35162000AE0299,2021-610633,1,2021-09-10,Vente,35162,35,Maison,129,7,125000,48.4753670,-1.1303150,129
35115000AH0123,2021-610635,1,2021-09-17,Vente,35115,35,Maison,77,4,155000,48.3635720,-1.1843250,77
35157000AB0141,2021-610636,1,2021-09-17,Vente,35157,35,Maison,69,3,152100,48.4004710,-1.0831860,69
35115000AI0867,2021-610637,1,2021-10-02,Vente,35115,35,Appartement,83,3,210000,48.3523410,-1.1959790,83
352430000C1956,2021-610639,1,2021-09-17,Vente,35243,35,Maison,50,2,61600,48.3401110,-1.2724580,50
352150000D0526,2021-610640,1,2021-10-02,Vente,35215,35,Maison,75,4,158000,48.4259220,-1.1958840,75
35214000ZR0157,2021-610641,1,2021-10-13,Vente,35214,35,Maison,108,3,220000,48.2705290,-1.2010950,108
35062000AC0060,2021-610642,1,2021-09-17,Vente,35062,35,Maison,60,3,54600,48.3513220,-1.1000590,60
353360000A0705,2021-610644,1,2021-09-23,Vente,35336,35,Maison,40,3,23000,48.3481900,-1.4273820,40
352430000C1947,2021-610645,1,2021-09-30,Vente,35243,35,Maison,50,2,61600,48.3397900,-1.2731530,50
351910000A1303,2021-610646,1,2021-09-29,Vente,35191,35,Maison,100,5,187000,48.4451860,-1.3092540,100
35021000AD0112,2021-610648,1,2021-10-02,Vente,35021,35,Maison,102,3,146000,48.3384220,-1.1555680,102
35121000ZB0098,2021-610650,1,2021-10-13,Vente,35121,35,Maison,171,7,390000,48.2552540,-1.4730240,171
352710000E1003,2021-610652,1,2021-09-30,Vente,35271,35,Maison,87,3,170500,48.5303470,-1.2594700,87
35115000AI1213,2021-610654,1,2021-10-12,Vente,35115,35,Appartement,121,4,150000,48.3525480,-1.1987490,121
351740000A1501,2021-610655,1,2021-10-19,Vente,35174,35,Maison,126,4,250000,48.4869260,-1.1891210,126
350190000E1042,2021-610657,1,2021-10-07,Vente,35019,35,Maison,80,3,60000,48.3995940,-1.5612810,80
352822690A1715,2021-610658,2,2021-09-30,Vente,35282,35,Maison,49,2,1e+05,48.2742570,-1.2836170,49
35115000AR0605,2021-610659,1,2021-09-29,Vente,35115,35,Appartement,44,2,273000,48.3487640,-1.2035310,44
35115000AC0293,2021-610660,1,2021-10-15,Vente,35115,35,Maison,81,3,75000,48.3568070,-1.2086590,81
35257000ZL0102,2021-610662,1,2021-10-06,Vente,35257,35,Maison,93,3,185000,48.3946220,-1.3748690,93
35115000AS0227,2021-610663,1,2021-10-15,Vente,35115,35,Appartement,31,1,45320,48.3512280,-1.1976430,31
35310000YC0074,2021-610667,1,2021-10-08,Vente,35310,35,Maison,116,4,65000,48.3753690,-1.3059250,116
35310000YL0047,2021-610670,1,2021-10-13,Vente,35310,35,Maison,205,7,280000,48.3354460,-1.2936110,205
35215000AB0021,2021-610671,1,2021-10-15,Vente,35215,35,Maison,120,3,35000,48.4277290,-1.1924730,120
35137000ZL0066,2021-610672,1,2021-10-14,Vente,35137,35,Maison,92,5,165000,48.3189670,-1.2148730,92
35162000AC0173,2021-610674,1,2021-09-23,Vente,35162,35,Maison,133,5,105000,48.4826000,-1.1223580,133
35257267ZX0081,2021-610677,1,2021-10-20,Vente,35257,35,Maison,40,1,35000,48.3965900,-1.3344800,40
35162000AD1033,2021-610680,1,2021-09-22,Vente,35162,35,Appartement,98,4,123000,48.4803570,-1.1243020,98
351900000A1012,2021-610682,1,2021-09-27,Vente,35190,35,Maison,70,3,120000,48.5119240,-1.1805970,70
35280000ZS0157,2021-610685,1,2021-10-04,Vente,35280,35,Maison,100,4,125000,48.3258190,-1.3850750,100
35075000WB0136,2021-610687,1,2021-10-08,Vente,35075,35,Maison,96,5,176200,48.3801470,-1.4618470,96
35062000AB0186,2021-610688,1,2021-10-08,Vente,35062,35,Maison,100,3,90000,48.3477510,-1.1035560,100
350043410A0059,2021-610689,1,2021-10-20,Vente,35004,35,Maison,64,3,60000,48.4340400,-1.4497810,64
351640000B0711,2021-610692,1,2021-10-18,Vente,35164,35,Maison,103,4,165000,48.3837160,-1.6022270,103
35004000AD0177,2021-610695,1,2021-10-20,Vente,35004,35,Maison,56,3,70000,48.4553470,-1.4848380,56
353360000A0713,2021-610697,1,2021-09-23,Vente,35336,35,Maison,58,3,78000,48.3480830,-1.4276190,58
353360000A0929,2021-610697,1,2021-09-23,Vente,35336,35,Maison,76,3,78000,48.3480750,-1.4272390,76
35162000AD0635,2021-610700,1,2021-09-29,Vente,35162,35,Maison,109,5,90000,48.4802930,-1.1250340,109
35021000AD0209,2021-610705,1,2021-10-06,Vente,35021,35,Maison,80,4,65000,48.3389460,-1.1558970,80
35174000ZD0137,2021-610709,1,2021-09-30,Vente,35174,35,Maison,65,2,1e+05,48.4886750,-1.1734200,65
35021000AC0075,2021-610710,1,2021-10-08,Vente,35021,35,Maison,76,4,130000,48.3407890,-1.1598680,76
35019000AC0203,2021-610712,1,2021-10-23,Vente,35019,35,Maison,59,3,81000,48.4234760,-1.5741380,59
35115000BD0770,2021-610714,1,2021-10-15,Vente,35115,35,Appartement,82,4,152000,48.3489740,-1.1843640,82
35112000AP0411,2021-610715,1,2021-10-08,Vente,35112,35,Maison,85,4,125000,"","",85
35111000ZC0059,2021-610716,2,2021-10-06,Vente,35111,35,Maison,90,3,60000,48.4987220,-1.3066670,90
350750000D0784,2021-610717,1,2021-10-22,Vente,35075,35,Maison,105,5,130000,48.3752690,-1.4582230,105
35273000YI0042,2021-610718,1,2021-10-22,Vente,35273,35,Maison,81,5,210000,48.3724160,-1.2864160,81
35280000ZK0158,2021-610719,1,2021-10-11,Vente,35280,35,Maison,86,1,129900,48.3518930,-1.3476240,86
35257000AI0096,2021-610720,1,2021-09-16,Vente,35257,35,Maison,113,6,136000,48.4135560,-1.3678720,113
35025000ZD0012,2021-610721,1,2021-10-23,Vente,35025,35,Maison,28,1,70000,48.2894880,-1.2398610,28
35178000ZD0161,2021-610725,1,2021-10-12,Vente,35178,35,Maison,106,5,88961.71,48.3021770,-1.4302470,106
351620000B0633,2021-610726,1,2021-10-01,Vente,35162,35,Maison,83,4,75000,48.5027630,-1.1009240,83
352150000E0120,2021-610728,1,2021-10-22,Vente,35215,35,Maison,235,4,2e+05,48.4170740,-1.1932490,235
351620000E0347,2021-610732,1,2021-10-01,Vente,35162,35,Maison,158,6,1e+05,48.4703270,-1.1107320,158
35018000AB0646,2021-610734,1,2021-10-01,Vente,35018,35,Maison,64,3,70000,48.4433520,-1.1031980,64
35111000ZO0034,2021-610736,1,2021-10-26,Vente,35111,35,Maison,200,6,175000,48.4801400,-1.2844670,200
